fiber	pul_id	gene_name	hmm_name	position	contig_id	gene_id	start	end	strand	description	n_genes	n_unique_genes	growth
levan	levan_NC_004663.1_cl32	fructokinase	PfkB	2	NC_004663.1	NC_004663.1_811	979495	980331	-	pfkB family carbohydrate kinase	2	2	FALSE
levan	levan_NC_004663.1_cl32	glucose_transporter	MFS_1	3	NC_004663.1	NC_004663.1_815	984417	985871	+	Major Facilitator Superfamily	2	2	FALSE
levan	levan_NC_004663.1_cl33	HTCS	HATPase_c	1	NC_004663.1	NC_004663.1_839	1009677	1012403	-	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	2	2	FALSE
levan	levan_NC_004663.1_cl33	glucose_transporter	MFS_1	3	NC_004663.1	NC_004663.1_842	1013590	1014978	+	Major Facilitator Superfamily	2	2	FALSE
levan	levan_NC_004663.1_cl38	HTCS	HATPase_c	1	NC_004663.1	NC_004663.1_990	1169220	1173209	+	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	2	2	FALSE
levan	levan_NC_004663.1_cl38	TonB_plug	Plug	8	NC_004663.1	NC_004663.1_992	1173791	1175689	-	TonB-dependent Receptor Plug Domain	2	2	FALSE
levan	levan_NC_004663.1_cl58	glucose_transporter	MFS_1	3	NC_004663.1	NC_004663.1_1311	1587227	1588543	+	Major Facilitator Superfamily	2	2	FALSE
levan	levan_NC_004663.1_cl58	TonB_plug	Plug	8	NC_004663.1	NC_004663.1_1314	1590525	1593857	+	TonB-dependent Receptor Plug Domain	2	2	FALSE
levan	levan_NC_004663.1_cl61	glucose_transporter	MFS_1	3	NC_004663.1	NC_004663.1_1475	1768127	1769335	+	Major Facilitator Superfamily	2	2	FALSE
levan	levan_NC_004663.1_cl61	TonB_plug	Plug	8	NC_004663.1	NC_004663.1_1477	1770909	1774037	-	TonB-dependent Receptor Plug Domain	2	2	FALSE
levan	levan_NC_004663.1_cl66	HTCS	HATPase_c	1	NC_004663.1	NC_004663.1_1566	1884065	1885357	-	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	2	1	FALSE
levan	levan_NC_004663.1_cl66	HTCS	HATPase_c	1	NC_004663.1	NC_004663.1_1569	1888407	1891016	-	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	2	1	FALSE
levan	levan_NC_004663.1_cl78	fructokinase	PfkB	2	NC_004663.1	NC_004663.1_1802	2170630	2171517	-	pfkB family carbohydrate kinase	6	5	TRUE
levan	levan_NC_004663.1_cl78	glucose_transporter	MFS_1	3	NC_004663.1	NC_004663.1_1803	2171552	2172721	-	Major Facilitator Superfamily	6	5	TRUE
levan	levan_NC_004663.1_cl78	GH32Btheta_like	homemade_GH32	5	NC_004663.1	NC_004663.1_1804	2173001	2174833	-	-	6	5	TRUE
levan	levan_NC_004663.1_cl78	GH32	Glyco_hydro_32N	4	NC_004663.1	NC_004663.1_1805	2174963	2176534	-	Glycosyl hydrolases family 32 N-terminal domain	6	5	TRUE
levan	levan_NC_004663.1_cl78	TonB_plug	Plug	8	NC_004663.1	NC_004663.1_1808	2179702	2182815	-	TonB-dependent Receptor Plug Domain	6	5	TRUE
levan	levan_NC_004663.1_cl78	GH32Btheta_like	homemade_GH32	5	NC_004663.1	NC_004663.1_1810	2184204	2186087	-	-	6	5	TRUE
levan	levan_NC_004663.1_cl80	TonB_plug	Plug	8	NC_004663.1	NC_004663.1_1847	2251412	2254261	+	TonB-dependent Receptor Plug Domain	3	2	FALSE
levan	levan_NC_004663.1_cl80	HTCS	HATPase_c	1	NC_004663.1	NC_004663.1_1848	2254505	2256355	+	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	3	2	FALSE
levan	levan_NC_004663.1_cl80	HTCS	HATPase_c	1	NC_004663.1	NC_004663.1_1850	2258318	2260375	+	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	3	2	FALSE
levan	levan_NC_004663.1_cl9	HTCS	HATPase_c	1	NC_004663.1	NC_004663.1_275	299864	303976	+	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	2	2	FALSE
levan	levan_NC_004663.1_cl9	TonB_plug	Plug	8	NC_004663.1	NC_004663.1_276	304251	307184	+	TonB-dependent Receptor Plug Domain	2	2	FALSE
levan	levan_NC_004663.1_cl91	glucose_transporter	MFS_1	3	NC_004663.1	NC_004663.1_2162	2643912	2645072	+	Major Facilitator Superfamily	2	2	FALSE
levan	levan_NC_004663.1_cl91	TonB_plug	Plug	8	NC_004663.1	NC_004663.1_2163	2645282	2648461	+	TonB-dependent Receptor Plug Domain	2	2	FALSE
